"CO_CUCI_ITEM";"NO_CUCI_ITEM";"CO_CUCI_SUB";"NO_CUCI_SUB";"CO_CUCI_GRUPO";"NO_CUCI_GRUPO";"CO_CUCI_DIVISAO";"NO_CUCI_DIVISAO";"CO_CUCI_SEC";"NO_CUCI_SEC"
"65141";"Linhas para costurar, mesmo acondicionados para venda no varejo De filamentos sintéticos";"6514";"Linhas para costurar de fibras sintéticas ou artificiais, mesmo acondicionados para venda no varejo";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65142";"Linhas para costurar, mesmo acondicionados para venda no varejo de  filamentos artificiais";"6514";"Linhas para costurar de fibras sintéticas ou artificiais, mesmo acondicionados para venda no varejo";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65143";"Linhas para costurar, mesmo acondicionados para venda no varejo De fibras sintéticas";"6514";"Linhas para costurar de fibras sintéticas ou artificiais, mesmo acondicionados para venda no varejo";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65144";"Linhas para costurar, mesmo acondicionados para venda no varejo De fibras artificiais descontínuas";"6514";"Linhas para costurar de fibras sintéticas ou artificiais, mesmo acondicionados para venda no varejo";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65151";"Fios de filamentos sintéticos (exceto linhas para costurar), texturizado, não acondicionados para venda no varejo, incluindo os monofilamentos com menos de 67 decitex. De nylon ou de outras poliamidas";"6515";"Fios de filamentos sintéticos (exceto linhas para costurar), texturizado, incluindo os monofilamentos com menos de 67 decitex";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65152";"Fios de filamentos sintéticos (exceto linhas para costurar), texturizado, não acondicionados para venda no varejo, incluindo os monofilamentos com menos de 67 decitex. De poliésteres";"6515";"Fios de filamentos sintéticos (exceto linhas para costurar), texturizado, incluindo os monofilamentos com menos de 67 decitex";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65159";"Fios de filamentos sintéticos (exceto linhas para costurar), texturizado, não acondicionados para venda no varejo, incluindo os monofilamentos com menos de 67 decitex. Outro";"6515";"Fios de filamentos sintéticos (exceto linhas para costurar), texturizado, incluindo os monofilamentos com menos de 67 decitex";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65162";"De alta tenacidade de fio de nylon ou de outras poliamidas ou de poliésteres, não acondicionados para venda no varejo";"6516";"Outros fios de filamentos sintéticos (exceto linhas para costurar), incluídos os monofilamentos com menos de 67 decitex";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65163";"Outros fios, simples, sem torção ou com torção não superior a 50 voltas por metro, não acondicionados para venda em varejo";"6516";"Outros fios de filamentos sintéticos (exceto linhas para costurar), incluídos os monofilamentos com menos de 67 decitex";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65164";"Outros fios, simples, com torção superior a 50 voltas por metro, não acondicionados para venda em varejo";"6516";"Outros fios de filamentos sintéticos (exceto linhas para costurar), incluídos os monofilamentos com menos de 67 decitex";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65169";"Outros fios, múltiplos (dobrado) ou retorcidos, não acondicionados para venda em varejo";"6516";"Outros fios de filamentos sintéticos (exceto linhas para costurar), incluídos os monofilamentos com menos de 67 decitex";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65173";"Fios de alta tenacidade, de raiom viscose, não acondicionados para venda no varejo";"6517";"Fio artificial e filamentos sintéticos ou artificiais (exceto linhas para costurar), outros monofilamentos artificiais, outras lâminas e formas semelhantes de matérias têxteis artificiais";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65174";"Outros fios, de raiom viscose simples, sem torção ou com torção não superior a 120 voltas por metro, não acondicionados para venda no varejo";"6517";"Fio artificial e filamentos sintéticos ou artificiais (exceto linhas para costurar), outros monofilamentos artificiais, outras lâminas e formas semelhantes de matérias têxteis artificiais";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65175";"Outros fios de fibras artificiais, simples, não acondicionados para venda no varejo";"6517";"Fio artificial e filamentos sintéticos ou artificiais (exceto linhas para costurar), outros monofilamentos artificiais, outras lâminas e formas semelhantes de matérias têxteis artificiais";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65176";"Outros fios de filamentos artificiais (exceto linhas para costurar), múltipla (dobrado) ou retorcidos, não acondicionados para venda no varejo";"6517";"Fio artificial e filamentos sintéticos ou artificiais (exceto linhas para costurar), outros monofilamentos artificiais, outras lâminas e formas semelhantes de matérias têxteis artificiais";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65177";"Monofilamentos artificiais, com pelo menos 67 decitex e cuja maior dimensão da seção transversal seja superior a 1 mm; lâminas e formas semelhantes de matérias têxteis artificiais, cuja largura aparente não seja superior a 5 mm";"6517";"Fio artificial e filamentos sintéticos ou artificiais (exceto linhas para costurar), outros monofilamentos artificiais, outras lâminas e formas semelhantes de matérias têxteis artificiais";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65178";"Fios artesanalmente fabricados (exceto linhas para costurar), acondicionados para venda no varejo";"6517";"Fio artificial e filamentos sintéticos ou artificiais (exceto linhas para costurar), outros monofilamentos artificiais, outras lâminas e formas semelhantes de matérias têxteis artificiais";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65181";"Fios (exceto linhas para costurar) contendo pelo menos 85% ou mais, em peso, destas fibras, acondicionados para venda no varejo";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65182";"Fios (exceto linhas para costurar) contendo pelo menos 85% ou mais, em peso, de fibras sintéticas descontínuas, não acondicionados para venda no varejo";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65183";"Fios (exceto linhas para costurar) de fibras sintéticas descontínuas, contendo menos de 85%, em peso, destas fibras, acondicionados para venda no varejo";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65184";"Fios (exceto linhas para costurar) de fibras sintéticas descontínuas, contendo menos que 85%, em peso, destas fibras, não acondicionados para venda no varejo";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65185";"Fios (exceto linhas para costurar) de fibras artificiais descontínuas, acondicionados para venda no varejo";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65186";"Fios (exceto linhas para costurar) contendo pelo menos 85% ou mais, em peso, de fibras artificiais descontínuas, não acondicionados para venda no varejo";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65187";"Fios (exceto linhas para costurar) de fibras artificiais descontínuas, contendo menos de 85% em peso destas fibras, não acondicionados para venda no varejo";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65188";"Monofilamentos sintéticos com menos 67 decitex e cuja maior dimensão da secção transversal seja superior a 1 mm; lâminas e formas semelhantes (por exemplo, palha artificial) de matérias têxteis sintéticas, cuja largura aparente não superior a 5 mm";"6518";"Fios (exceto linhas de costura), de fibras descontínuas, outros monofilamentos sintéticos, lâminas e formas semelhantes de matérias têxteis sintéticas, cuja largura não seja superior a 5 mm";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65191";"Fios metalizados, constituídos por fios têxteis, lâminas ou formas semelhantes dos ítens 651.77 ou 651.88, combinados com metal sob a forma de fios, de lâminas ou de pós, ou recobertos de metal.";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65192";"Fios de seda (exceto fios de desperdícios de seda) não acondicionados para venda no varejo";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65193";"Fios de desperdícios de seda, não acondicionados para venda no varejo";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65194";"Fios de seda e fios de desperdícios de seda, acondicionados para venda no varejo; gut-da-seda";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65195";"Mechas, mechas e fios, cortados, de fibra de vidro";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65196";"Fios de linho";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65197";"Fios de juta ou de outras fibras têxteis do grupo 264";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65199";"Fios de outras fibras têxteis vegetais; fios de papel";"6519";"Outros fios de fibras têxteis (incluindo fios de papel e fios, mechas e mechas de fibra de vidro)";"651";"Fios têxteis";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65212";"Tecidos atoalhados ou aveludados de algodão (exceto tecidos do subgrupo 656.1), crus";"6521";"Tecidos de pelúcia e chenille, tramas";"652";"Tecidos de algodão, telas (não incluindo as fitas ou especiais)";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65213";"Outros tecidos atoalhados ou aveludados de algodão (exceto os produtos do subgrupo 656.1).";"6521";"Tecidos de pelúcia e chenille, tramas";"652";"Tecidos de algodão, telas (não incluindo as fitas ou especiais)";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65214";"Tecidos de veludo e chenille (exceto atoalhados ou tecidos turcos semelhantes dos ítens 652,12 e 652,13 e subgrupo 656.1), sem cortes";"6521";"Tecidos de pelúcia e chenille, tramas";"652";"Tecidos de algodão, telas (não incluindo as fitas ou especiais)";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
"65215";"Outros tecidos de veludo ou chenille, tecidos de algodão (exceto toalhas ou tecidos turcos semelhantes dos ítens 652.12 e 652.13 e subgrupo 656.1)";"6521";"Tecidos de pelúcia e chenille, tramas";"652";"Tecidos de algodão, telas (não incluindo as fitas ou especiais)";"65";"Fios Têxteis, tecidos, artigos confeccionados, n.e.p. e produtos relacionados";"6";"ARTIGOS MANUFATURADOS, CLASSIFICADOS PRINCIPALMENTE PELO MATERIAL"
